story,Crime_0,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_3,Crypto/net_4,Crypto/net_5,Crypto/net_6,Crypto/net_7,Crypto/net_8,Crypto/net_9,Crypto/net_10,Crypto/net_11,Crypto/net_12,Crypto/net_13,Inflation_0,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Politics_14,Politics_15,Politics_16,Politics_17,Politics_18,Politics_19,Politics_20,Politics_21,Politics_22,Politics_23,Politics_24,Politics_25,Politics_26,Politics_27,Politics_28,Politics_29,Politics_30,Politics_31,Politics_32,Public services_0,Public services_1,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8,Russia_9,Russia_10,Russia_11,Russia_12,Russia_13,Russia_14,Russia_15,Russia_16,Russia_17,Russia_18
0d2f3171b93635ab6ee5a50867f2c1375dd09edc,,,,,,,,,,,,,,,,,6.155299307696126e-05,-7.123532265473312e-05,-9.38050249239613e-05,0.0001237811126382266,-0.00017081854182836672,-3.197175005075651e-05,-0.00011946548932760857,9.13618021238408e-05,-0.00014039235683593367,-0.00010709643792115392,0.00011305397728571362,-9.700381595782948e-05,0.0001506751836610761,-0.00013759398111648697,0.00015298894647483775,-0.00021862440448810908,0.0001625027473522436,-4.958094307703725e-06,0.00013205163068222227,-0.00015465691859836554,0.00010853272102362606,-0.00010375880556449854,0.0002311633297395262,-4.317547437805356e-05,-0.00013260232522866258,-0.00016644844208153645,0.00020677115435396398,-2.9101658442413895e-05,0.00015829802867108547,-0.0001316681716083709,-0.00011500363147377878,0.0001610749960877845,-0.0002138543619541382,,,,,,,,,,,,,,,,,,,,,
0d32d49bb258b1afff673545d3395af80173958f,,,,,,,,,,,,,,,,,5.754812691150425e-05,-5.770951384345207e-05,-7.605828977425011e-05,6.943994943314801e-05,-0.0001292897806521834,-2.166089403863139e-05,-0.00012682276934317008,8.031876326178173e-05,-0.0001227747249908445,-8.080440137707976e-05,7.546659845363273e-05,-7.104365795747029e-05,9.076164318990335e-05,-0.00010221466115857997,0.00011113388884855007,-0.00012639347449594355,0.00012156774310902808,1.4241577857006482e-06,7.516403853853479e-05,-0.00011371617739745212,8.912332784694033e-05,-8.611856050040061e-05,0.00015680800615835066,-2.9375682571595527e-05,-9.699396648743514e-05,-0.0001790677076247305,0.00011824451648234278,1.5740583877666192e-05,8.040315794362318e-05,-0.00010153991322508447,1.4889940212596607e-05,0.0002707991680347662,-0.0001399408804586941,,,,,,,,,,,,,,,,,,,,,
0d40501d3c7a6bd7965aa8bd4afe94ecaa4f3876,,,,,,,,,,,,,,,,,-5.875964218625698e-05,4.913948458950763e-05,6.488964048883617e-05,-7.928000923326919e-05,0.00011252083034144947,1.9515009201983012e-05,7.989983960180066e-05,-5.923048313137509e-05,6.209617357820344e-05,9.034650278445062e-05,-7.05637878632673e-05,7.642993950452798e-05,-8.450438371163189e-05,7.65978177956272e-05,-9.624943710888741e-05,0.00010008887872349438,-0.00013641070922023062,2.3187490385856766e-05,-8.652224403697949e-05,9.05505866241245e-05,-6.727198621237488e-05,5.275099836837881e-05,-0.00011676327933259306,5.3346533887076564e-05,7.273510113823823e-05,0.00012840448547016216,-0.00011226717213739764,1.190064352358211e-05,-9.354622118374457e-05,0.00011770369672706974,0.00013614022219891702,-0.00015616799247046423,0.00014922257029527917,,,,,,,,,,,,,,,,,,,,,
0d43dad1ec8746871c055da4e5667d93048dab96,,,,,,,,,,,,,,,,,5.320002462596835e-05,-3.82456543881197e-05,-5.7907080789312306e-05,6.957541705744169e-05,-8.567893711030475e-05,-3.6520864552564816e-05,-7.455813656319509e-05,7.0704484660139e-05,-7.806558794670081e-05,-5.676122022112872e-05,6.276534323571833e-05,-8.793000082163796e-05,7.746521430482812e-05,-6.758473026120251e-05,0.00010413712240354186,-0.00011696706404838573,0.00011691316571241656,-1.1055447382694078e-05,7.368941660335792e-05,-0.00011063672866490576,7.278031633169439e-05,-7.377720454123117e-05,0.000112699313090079,-6.315396308577597e-05,-8.538500868234515e-05,-9.850834120237384e-05,0.00011787774931051805,3.7255894269613535e-06,0.00010080794569999925,-0.0001142893230144572,-0.00010835306221939912,0.00012087833438922545,-0.0001069773486470037,,,,,,,,,,,,,,,,,,,,,
0d48b0ec579765fb7e2d5f861baf200a84d957b6,,,,,,,,,,,,,,,,,5.806102661071535e-05,-7.400523677443863e-05,-9.017902041572393e-05,0.00010079358199222647,-0.00013384286941828878,-5.3824971305829067e-05,-0.00011458395656693484,9.840613759532667e-05,-0.00010939474233673913,-7.56135944961964e-05,0.00010069459691145659,-0.00011226639428343091,0.00013663149145424602,-0.0001187926669374373,0.00013510251934913706,-0.00016572292804376937,0.0001549898512770584,-5.142214824244845e-06,0.00010000882026036436,-0.0001458080818139665,9.410020874333773e-05,-0.0001189554238999266,0.0001660936701576004,-5.983997889683197e-05,-0.00010924697179274926,-0.00018668967846944304,0.00016968037315812638,1.3700187935786526e-05,0.00017705100155422475,-0.00014340997691095653,-0.00014388450150027305,0.0002215404564179702,-0.00017325931980183393,0.00025065863615821303,0.00032855702107029063,,,,,,,,,,,,,,,,,,,
0d48e805e748711ae0bae91c6c63057641ef154b,,,,,,,,,,,,,,,,,3.1696862215992576e-05,-3.205694882380889e-05,-3.621517456902832e-05,6.397937250404083e-05,-7.718727241664267e-05,-2.1055104551085096e-05,-4.265856574144441e-05,3.9789982400368284e-05,-4.1121713729459894e-05,-1.932964141888448e-05,3.5649135858278956e-05,-4.910781717134386e-05,0.0001105174024593657,-8.779032988690639e-05,7.875259230301351e-05,-0.00010930915411699036,8.668686314121832e-05,-1.6550084813300445e-05,7.43133675800074e-05,-6.994975538095351e-05,5.837671793914819e-05,-3.906722072952724e-05,7.745137589891039e-05,-6.247443063443853e-05,-4.916071327400949e-05,-6.538761649028507e-05,0.00010363646346661724,-1.441792728028742e-05,0.00012358039926770178,-7.808090574483307e-05,-0.0001930174057518712,6.541170287207096e-05,-0.00010029558751373116,,,,,,,,,,,,,,,,,,,,,
0d55571ad91b67f85f3eaf3c97d85bdef7c59b7a,,,,,,,,,,,,,,,,,-7.165791730403967e-05,5.057472687242117e-05,9.268302531579816e-05,-9.958632867500651e-05,0.00017386246466978182,1.581030290085666e-05,0.00017104731366397133,-7.661830796156275e-05,0.00022713592768056447,0.00013523939805259164,-0.00010795887899036271,7.405258933192686e-05,-0.00011420167655365589,0.00014215932330399988,-0.0001489429594258606,0.00018391485909554142,-0.00015497288738844145,9.983214214756382e-06,-0.0001048281643734317,0.00017579189974656372,-0.0001383629622928969,0.00011034614869860561,-0.00028066941602840735,1.7100684940500133e-05,0.000129768167694766,0.00022175328002366516,-0.00017746439320763454,-1.3231983124779593e-05,6.393231325138127e-06,0.00017347159281136707,-0.00017631761323267845,-0.00023085473771079323,0.00026185958608032633,,,-0.0011421743086424893,0.0036990850768498433,-0.023082875295518772,-0.000327455561730511,-0.0018041792615435483,0.004432543725089951,0.00016473747824101675,0.003327554763958111,0.006812895900538698,-0.0006011364586094798,0.007634226330052158,0.0020505065267552346,-0.0020817516545270642,0.00777146646122843,-0.010659032077925438,-0.0007996698294749022,-0.0010819044262993156,0.0002564985198993653,-0.006554497605925688
0d617469037541c956e58aeccea97d430d9fcb9f,,,,,,,,,,,,,,,,,0.00021284197923485834,-0.0002018258068958616,-0.00025893382411239555,0.0002714885683194664,-0.0004473376418965056,-5.3390845627637225e-05,-0.0003543699506797597,0.00026147134446294806,-0.00035879871666510233,-0.00028320025149603347,0.0002934787516167552,-0.0002690369646126753,0.0002783877066000961,-0.0003451775101355008,0.00035972053405297687,-0.0004296280115104475,0.0003863199558036789,8.826509052850247e-06,0.00026860049187941634,-0.0003874480513573163,0.0003100524661244005,-0.0002774759049462824,0.0004604472876776891,-0.00012348192426780286,-0.0002883090826875245,-0.00041419011657453783,0.00041586588788900957,5.84686015674432e-05,0.00025603901481126734,-0.0003575377769569275,-0.00012816268974530864,0.0003752566355953422,-0.00044576770023599475,0.0005108209084646644,0.0008650664622929446,,,,,,,,,,,,,,,,,,,
0d738909decf08af6cc5399ed4e488066aee18c0,,,,,,,,,,,,,,,,,0.000279649961960253,-0.00025305780347661266,-0.0003182550388974117,0.00033204519096765553,-0.0005205385260041624,-8.27246474527712e-05,-0.00041245815395974837,0.0002963805442608531,-0.0004520464786772416,-0.00035718786799587995,0.0003030112880188413,-0.0003369145194832444,0.0003163301754234247,-0.0003833684352222724,0.0003973626461422416,-0.0004538745686639811,0.0004542173071544265,2.4769280731037923e-05,0.0003270122879059965,-0.00040228193051269033,0.00028531323468179747,-0.0002792390454297281,0.0005602880595987464,-9.811505801941484e-05,-0.0002934237464490985,-0.0004552204098792936,0.00044569316066205467,4.832738996014898e-05,0.0002932941693189335,-0.00036818772132632047,-0.00016417854246164837,0.00043375346240468945,-0.0004858193975457196,,,,,,,,,,,,,,,,,,,,,
0d91e0267ebf5b6e9f0d31a5e4b23adb37417f32,,,,,,,,,,,,,,,,,5.650087272260499e-05,-4.796903111399046e-05,-7.205331385857301e-05,6.490444303243267e-05,-0.00011906646756602976,-1.8279597144173714e-05,-9.595728296788223e-05,7.522333087589441e-05,-0.00011302374471064403,-6.953507127909831e-05,8.20932572485283e-05,-8.874353981382956e-05,0.00011516376493110364,-9.266644014164897e-05,0.00010501640354621829,-0.0001556198131991725,0.00011875010244569032,3.331954008308711e-06,8.599937527214332e-05,-0.00012771684348339294,0.00014593122178482913,-0.00010916987999914362,0.00012974292620832734,-7.352185874685365e-05,-8.325871855767306e-05,-0.00014333593852411386,0.00013957661608886225,7.61391039015834e-06,8.993388871015714e-05,-0.00014100770878736594,-4.4001962909960535e-05,0.00018442854319894816,-0.0001388740261279238,,,,,,,,,,,,,,,,,,,,,
0de087ebc08e1ba35404cef1a8616d16eafa4c80,,,,,,,,,,,,,,,,,0.00012684366474700456,-0.00013656767374078683,-0.00018395359177842926,0.00021957818794616493,-0.0003521632386374556,-6.299653851568062e-05,-0.0002547898310759836,0.00020416291120164485,-0.00029017299320989616,-0.0001930356302891641,0.0002320458983888587,-0.000200756376089184,0.00022643402866755964,-0.00024385510938291946,0.00026744233119377304,-0.000392604677952154,0.00029936901028096495,-9.432812397472076e-06,0.00021139566878178035,-0.00031014184760188874,0.00023779630989413246,-0.00019370960018896659,0.00046289950279240267,-5.203624095522573e-05,-0.00023657579744421607,-0.0003665201585799256,0.0003465247946505361,-1.0179342869428296e-05,0.00019469564947582988,-0.00026525354926414856,-0.0001251510262044184,0.0003492394180111928,-0.0004101395496067593,,,,,,,,,,,,,,,,,,,,,
0de18f084bb476afe4733afab81652cafaf2162e,,,,,,,,,,,,,,,,,-0.00022752803155833408,0.00023582240495971724,0.0004207727857587695,-0.0004663010716632828,0.000765914000481132,0.00012794040401196602,0.0005761628302690062,-0.000399664272976083,0.0005747998863752162,0.0004618213335683191,-0.0006594745877345066,0.0005752237465920223,-0.0006858684013538343,0.0007794742348615916,-0.0008857377738992979,0.0011735575959965017,-0.0009657402695211629,7.984138370495478e-05,-0.0006420990198054979,0.0010193221109099813,-0.0009288151492255448,0.000722038766339178,-0.000995360580561027,0.0006017679528403242,0.0007781492669346945,0.0011558944193006068,-0.0013056154696410019,-6.129862038018639e-05,-0.00113844443853681,0.0012414259729743506,0.001150911999983125,-0.0013250307258499917,0.0018561681191512306,,,-8.550226676177907e-05,0.00041509667165332963,-0.003464763977808365,-8.436378043112126e-05,0.00021512926860183142,0.0007209376925449897,0.0004653539703813069,0.0006112922233975945,0.0006866606054369775,0.00020080511100767012,0.0004887500545411557,-0.00026767795358884907,0.00030533197612212773,0.00020196820181887,-0.0011977774453097304,0.00010389156275433602,0.00023804022256540937,0.00013737294979987373,-0.0015530694625960973
0de81c05edca1680c9b9e3206abf09327e41feda,,,,,,,,,,,,,,,,,4.9398568735810675e-05,-6.0184279746754304e-05,-7.981021273405242e-05,0.0001016048301382506,-0.00013785120528863633,-2.1011083317434792e-05,-9.573495026072817e-05,7.198365504700093e-05,-7.212420127935952e-05,-6.636378032902639e-05,7.517548191757082e-05,-0.00010022184700547959,0.00010503047316595018,-0.00010228830732616492,0.00010883929071652302,-0.00013103448279842703,0.00014322171359969617,-1.4504392174129971e-06,8.908682594868151e-05,-0.00011706249404295902,6.550504168914231e-05,-8.835168495594615e-05,0.00014065089709642317,-5.024840007282501e-05,-0.00010136121126335512,-0.00011194098529720194,0.00014075158904208057,3.3260133834436104e-05,0.00011544076359062304,-0.00012444359921876235,-6.599168767283724e-05,0.00013297833172428266,-0.00014666805993061643,,,,,,,,,,,,,,,,,,,,,
0deb499ae03d5187557f2d413faefa47e0a600f9,,,,,,,,,,,,,,,,,7.837437570937803e-05,-7.706240726693662e-05,-9.710631284787121e-05,0.00011621028735995988,-0.00017096438571189494,-9.95915387357266e-06,-0.00011247456011080146,9.947743263479265e-05,-0.00011143262949949299,-9.814034041433553e-05,0.00010033269078867394,-0.0001238924889880972,0.0001446765043375071,-0.00014531020669873468,0.0001379794246620824,-0.00017063224355788132,0.00017653499023223627,3.6476790360901205e-06,0.00011647394661614438,-0.0001563606877725437,0.00012123900112101814,-9.113144303196777e-05,0.0001669803088153465,-7.61488196914333e-05,-0.00010280440527401,-0.0001502886716869278,0.00016298583867414124,3.421979135120919e-05,0.00012554071471909765,-0.00011572479030646729,-0.00011209492895116954,0.0001749586834093867,-0.0002060693690242722,,,0.0004083916256505696,-0.0003767166369552938,-0.00017477354387115344,-0.0005220398722753416,0.0006626504048798415,-0.00038914750555967676,0.00018922728196852203,-0.0001393062894469722,-0.000279791412286062,0.00047710312602900515,-0.00027265951955876577,-0.0005449383217129783,-0.00020148049039665354,-0.0005442047372859589,0.00019174894861140012,-0.00040510631167887354,0.0005488625644355119,-0.00041385937488308766,0.000587571630435599
0e687f1c96e72cf2f41ae33b28331d79d709196e,,,,,,,,,,,,,,,,,3.642210004455238e-05,-4.578446825889209e-05,-5.335302085009695e-05,6.40400541779625e-05,-8.043154484737778e-05,-2.277755750985072e-05,-6.383327382917771e-05,6.093354478343754e-05,-6.087502078439748e-05,-5.258530474592127e-05,5.973282427705677e-05,-6.607666155475941e-05,8.913504399141805e-05,-6.162645836800464e-05,8.938172882838054e-05,-0.00010040233124741538,9.824952443587286e-05,5.945555198726279e-06,7.179793969023143e-05,-8.395088242888965e-05,6.728104137243631e-05,-5.753261955931481e-05,9.36932455134151e-05,-4.3961543597011623e-05,-7.251152583351056e-05,-8.34905130947057e-05,0.00011580202055907529,3.915794327815213e-06,9.607119475534633e-05,-8.562663372372966e-05,-0.00015041640581141963,7.681085610293964e-05,-0.00011417092520719102,,,,,,,,,,,,,,,,,,,,,
0e7449a74583cee2c5b4878d3c5abf6b1adfac7b,,,,,,,,,,,,,,,,,7.152415675647205e-05,-8.209361195227244e-05,-0.00011973027526870125,0.00010936324598181442,-0.00020462434776378114,-2.422451261364864e-05,-0.00017154782594740054,0.00010716647221871629,-0.00021210610368427215,-0.00013615499071684123,0.00015215059435765384,-0.00011256374446730441,0.0001143478110959649,-0.0001583818161536852,0.00016385832097658663,-0.00021999477552761359,0.00019569225690166262,-9.80943856030961e-06,0.00011365275052115385,-0.00021154538724896667,0.0001660036017847181,-0.00014532094165568745,0.0002492374501648336,-5.1807717478033474e-05,-0.00014817655994805084,-0.00022355621340941446,0.00021429425710667554,1.3828894904417518e-05,0.00010382775693255997,-0.00019910759215544796,9.614164698673556e-06,0.000200557998322028,-0.00023202781895783177,,,,,,,,,,,,,,,,,,,,,
0e93c7b5731140ac17e72e2277ede509dca6a773,,,,,,,,,,,,,,,,,3.85676777376583e-05,-3.9772405916275295e-05,-5.469094657709105e-05,4.3947472048395996e-05,-8.448476360941031e-05,-2.4169407065744494e-05,-7.999838884724554e-05,6.62173583228623e-05,-9.536070870970963e-05,-5.479241684571128e-05,7.786329796282711e-05,-6.859646866087292e-05,7.900614602772269e-05,-6.177514311907038e-05,9.170872348796406e-05,-9.300692880713046e-05,0.00010232685511142418,-3.6287422571830683e-06,6.724535068430238e-05,-0.00010360943205036454,8.746162480423634e-05,-6.296300766103309e-05,0.00010597883028209216,-4.641930602708468e-05,-7.478145965627862e-05,-0.00010987120307673906,0.00010366029814748526,1.9124104825374287e-05,7.300991412598509e-05,-9.507320035268918e-05,-9.451777731574692e-05,9.491479637152483e-05,-0.0001181860812682572,,,,,,,,,,,,,,,,,,,,,
0e9dc0ee95039e98885e23ab3495aae4d546bc28,,,,,,,,,,,,,,,,,3.8053561661225236e-05,-3.8387120123519866e-05,-5.6443946448789175e-05,4.188281286362884e-05,-8.352726728511382e-05,-1.6529329957703037e-05,-7.765760980259413e-05,5.605300286083402e-05,-9.325006291585516e-05,-6.068056230610188e-05,7.233395664716144e-05,-6.173548178903374e-05,5.8999088834717525e-05,-7.431867921585866e-05,8.123752881921233e-05,-8.477551779183191e-05,9.308486037104362e-05,-7.53998552081825e-06,5.562317941655142e-05,-9.50984926743398e-05,7.330615122073716e-05,-6.53098516243581e-05,8.595498892435664e-05,-4.359140755338211e-05,-6.892376327989749e-05,-0.0001120960612246445,8.977880800685283e-05,3.427885770902233e-06,7.543862688916934e-05,-9.619662106439541e-05,-2.3535028074398584e-06,0.0001423141232305223,-9.202545823037999e-05,,,,,,,,,,,,,,,,,,,,,
0eaa5801ac13d2b9cccee8307b49b3fe7320431d,,,,,,,,,,,,,,,,,5.4456501584248144e-05,-7.53976256239166e-05,-9.642918886505097e-05,0.00010907153897362232,-0.00019632409850471412,-3.7017262736139995e-05,-0.00012884457547841362,0.00010930027345259409,-0.00016562063252906217,-0.00012678959334672335,0.00012551715009814638,-9.905496885913176e-05,0.00015308729927207576,-0.00015256734294466338,0.00015786967163709006,-0.0002378422269073803,0.00016487553022962104,2.794816950588315e-06,0.00011080467322456273,-0.0001763328245894787,0.00013604709571727214,-0.00012345042889667067,0.00028956187595258654,-1.0776979389082658e-05,-0.0001476380829613515,-0.00022469099612734483,0.00023643894182746037,-2.7145630779769104e-05,0.0001520335161083574,-0.00015928129332589216,-3.640173130218692e-05,0.0001945737750512881,-0.0002543080171808448,,,,,,,,,,,,,,,,,,,,,
0eaa9ddee8c1033599d4a1f19d56f519669c932c,,,,,,,,,,,,,,,,,6.595084995412983e-05,-5.5821400654988515e-05,-7.366073159194032e-05,9.813767421608762e-05,-0.00011868114880340838,-4.01982847120291e-05,-9.392931109960848e-05,7.667073093778787e-05,-9.497914148031908e-05,-8.616978674684284e-05,9.120769977682302e-05,-9.17584109768328e-05,0.00010507017170318689,-0.00011693083166038721,0.0001090698230264218,-0.00014139763841956523,0.00015735321476868032,9.54101572881217e-06,8.403977401082115e-05,-0.00011739877635435667,9.147987558265325e-05,-8.282728626170276e-05,0.00014962480997519282,-4.771952420072162e-05,-0.00010782753439381285,-0.0001159807041622178,0.00015081461251523524,3.224271248627641e-05,9.516308401859484e-05,-0.00012944536402436453,-8.097831973742219e-05,0.0001254599703910213,-0.0001493742115286354,,,,,,,,,,,,,,,,,,,,,
0eb327642e6110e04fce46d37660f76c76cdad16,,,,,,,,,,,,,,,,,-0.00028725705277053096,0.0003053022637405492,0.00047385191708966545,-0.0006216950134742805,0.001061439612456994,0.0001325289367457552,0.0008033482874277202,-0.0005572681223443756,0.0009747931922572967,0.0006762103953862984,-0.0006879992991425492,0.0006230178497326445,-0.0007038606692370164,0.0009457744074849016,-0.0010196880989784655,0.0015802151979903692,-0.0012050340178875203,-1.6867135791221637e-05,-0.000850359749498532,0.0012975765953801566,-0.0009982953204194433,0.0009331051941339841,-0.002346109540971038,8.695605861510117e-05,0.0011445834135374892,0.00196820321514759,-0.0021054135406641866,4.1056190055832164e-05,-0.0009340222510747362,0.0017083771740594635,6.660196967098273e-05,-0.0018533149932619493,0.0028376045204404968,,,,,,,,,,,,,,,,,,,,,
0ecef84b2de62712a12c3d7176c5dff996269d16,,,,,,,,,,,,,,,,,0.0001741246760960022,-0.00018788620116543154,-0.0002488817990021684,0.0002539244781708436,-0.00044282641760854454,-4.939863798562375e-05,-0.00032875340347367986,0.000228741490836501,-0.00039221023831275195,-0.00025516550871500823,0.0002712480340605895,-0.00022920966571972058,0.00026138371514492593,-0.0003248978993269122,0.00031380798252028555,-0.00039654723370053117,0.0003684108712402967,-1.5043780583426738e-05,0.0002608627493870385,-0.0003524464192393073,0.0002731659019868572,-0.00022298860325928728,0.00046461831106028905,-0.00011431576408205146,-0.00027390946573458146,-0.00040621710444693434,0.0004187431878251433,2.537921352191128e-05,0.00023464396575288986,-0.00032190954032074344,-0.00011063620694753019,0.0003329915518306126,-0.000432208320581059,0.00046048665387958163,0.0005532253285029974,0.00018430204607684656,-0.0003531620530276231,-0.0005565832402906211,-0.00044470302333197265,0.00039826626317275354,-0.00043520309182752963,0.000188373106616767,-0.00026044587215897394,-0.0002804288137883503,0.00034632336627174237,-0.00015128324404313,-0.0005284646945769631,-0.0002019611798655271,-0.00028287821621193884,-4.494424779825175e-05,-0.0004433111283646586,0.0004045600398483281,-0.0001788432762210728,0.0007711331249761279
0ee6ba44c546009a7931254f375d8ad338096ebb,,,,,,,,,,,,,,,,,4.6752398193418114e-05,-4.412891966245754e-05,-7.305002223319701e-05,7.19036683194519e-05,-0.00013559578085119161,-2.6806673019828453e-05,-5.896935982655784e-05,8.713172046044088e-05,-9.266832969551347e-05,-8.612607755892647e-05,7.445210708195211e-05,-0.00011223090732820836,0.00013112240488775693,-9.529590648430224e-05,0.00010801508422168121,-0.0001464605542820144,0.00013063557896652255,1.8176381853033443e-05,9.30420171318188e-05,-0.00011933431660311983,9.385523987478865e-05,-8.958802895224645e-05,0.0001463654752684514,-5.091386481953937e-05,-0.00010096127234278276,-0.00013220208905167287,0.0001504928746629136,-3.3217721010166777e-06,0.00015933429364784147,-0.00011848087172794584,-0.0001656887255332776,0.0001098346184849699,-0.00017326136105733536,,,,,,,,,,,,,,,,,,,,,
0ef668215ec2da3410ca95f44b8427dee133d330,,,,,,,,,,,,,,,,,0.00011184784961902692,-0.00011373249392365278,-0.00015773193843222655,0.00014491129844403572,-0.00027259026297862674,-4.281796261565977e-05,-0.00022056698926258163,0.00015110856641175794,-0.00022601436880186174,-0.00016842117427828812,0.00016240437901058127,-0.00015145371558271024,0.00021123166259014666,-0.00018257185536172955,0.00022262094068459888,-0.00025110235930923613,0.0002488006417370029,-1.0288895122354514e-05,0.00016173394647201887,-0.00023528379443894288,0.00019094639706876903,-0.00014967710158949547,0.00032931706238064663,-6.52732651361526e-05,-0.000215178313920294,-0.0002802153465609632,0.00027861568492106405,6.277810631256996e-06,0.00015099927835249657,-0.00023704441175969291,-0.0001400930904336367,0.00022727627601241583,-0.00030111494111084193,,,,,,,,,,,,,,,,,,,,,
0f09928cd314a784519c0764dde84d8a9ff3de10,,,,,,,,,,,,,,,,,6.915251306039097e-05,-4.260152123942873e-05,-6.416963649201403e-05,8.100491163160844e-05,-0.00011138918137365743,-1.6627977346924794e-05,-7.810178122525529e-05,7.153968799585014e-05,-8.38947947761378e-05,-7.520723125295411e-05,6.818789888855505e-05,-0.00010735405618480265,6.52258914569973e-05,-7.667299924942232e-05,9.631193968454661e-05,-0.00010376523785237811,0.00011787951622227081,8.926134369750355e-06,8.206069925393222e-05,-0.0001011698502251692,7.19547612273663e-05,-7.338342363205833e-05,0.00013928196949718652,-3.3469850142487414e-05,-7.093010185772714e-05,-0.0001026818427417042,0.0001214606705476525,2.31231050132496e-05,7.72827471903e-05,-8.70149089186489e-05,-5.8910241665701465e-05,9.416396722532769e-05,-0.0001253672787259873,,,,,,,,,,,,,,,,,,,,,
0f2c80a8f57779740363de4cbd1eb653beb56cc5,,,,,,,,,,,,,,,,,0.00011782466331384912,-0.00011383577932328877,-0.0001545396005662361,0.00019908539767998302,-0.00029535052371115555,-3.44921326197994e-05,-0.00021015628662533542,0.00016224040122085227,-0.00023484844033796895,-0.00015048328023682618,0.0001694638274299065,-0.0001831635707513536,0.0002367690875261139,-0.00022560670731379352,0.00021571315860815664,-0.00032529210624775124,0.00023422692517441562,6.776808407846772e-06,0.00018574032427116818,-0.00023699836097060506,0.00019246148974572108,-0.00015956606071105357,0.0003405657361132133,-8.223810701956326e-05,-0.00020136376419703744,-0.0002660107181497891,0.0003012909041055742,5.932907823019558e-05,0.00020278892915051924,-0.0002334793035263136,-0.000122459336099295,0.00019754060860786436,-0.00031739999242682984,,,0.0004368184016885952,-0.0010521676315642246,0.004694695395345838,-0.00033614047393865304,0.0007758777245443224,-0.0014552898106750863,0.0006849167352005426,-0.000829177490605935,-0.001971925223098271,0.0007356357441913576,-0.002125934745160101,-0.001109169563145308,0.00047635048018331797,-0.0025553164878735803,0.0021126779926841375,-0.00016079169378374484,9.149733266870775e-05,-0.0005393910223231619,0.0020781117601116695
0f34969fb1229f7415c23ee8a76fb2444571da3e,,,,,,,,,,,,,,,,,0.00022042834210213815,-0.00021676257239235583,-0.0002778474284263557,0.00028846080788573025,-0.00045398687887584,-5.433369475435237e-05,-0.0003395132124018911,0.0002455616177006093,-0.0003678847201575747,-0.00025597677167662385,0.0002590873006877582,-0.00028694800331286385,0.00030566209264540936,-0.0003068685537855071,0.0003404419568121855,-0.00044449278783306387,0.0004070554666706968,-4.91378817143621e-07,0.0002766599174511556,-0.0003548782426776551,0.00026948369684703444,-0.00024755977889322515,0.0004504109514099886,-0.00011968618706450457,-0.0002645803461596718,-0.00039819946255774895,0.0004097566024888607,1.0514656957299533e-05,0.0003046036754485275,-0.00031687759552958574,-0.00020673505916629425,0.00048298186966011297,-0.0004217155803328855,,,,,,,,,,,,,,,,,,,,,
0f6490e207984f4aad30494937113a02326ff94e,,,,,,,,,,,,,,,,,9.54887449128165e-05,-8.497319572126993e-05,-0.00012543497824424446,0.00013907334786041514,-0.00023697087479717256,-2.8148950647790616e-05,-0.00016651164678238212,0.00013678979056060215,-0.00020173615873121724,-0.00013925426061481055,0.0001353421867258996,-0.00015414409040120588,0.00012607882595752816,-0.0001706166256673665,0.00018742094831513453,-0.0002067489316018564,0.00020551954943758856,-1.4542789499326006e-06,0.00014250771006748284,-0.00020901193813942915,0.0001632752560185409,-0.00015748439608028874,0.0002611163177788712,-5.977714886796363e-05,-0.00014562930585134846,-0.0002532210080012983,0.00023081298762050236,2.545967506440453e-05,0.0001384905390289962,-0.000183963004320751,-3.105184026516955e-05,0.00022234017798865692,-0.0002579012330689253,,,,,,,,,,,,,,,,,,,,,
0fcb9b9e6eb4828a2be6ebc16210d0b91fd6c5a5,,,,,,,,,,,,,,,,,0.0005528516775476168,-0.0005280409092431271,-0.0006047300663165707,0.0006547691573320346,-0.000977654825325929,-0.00013993479549626267,-0.0007092709576356061,0.0005422743083597516,-0.0007890081241171325,-0.0005601657990585783,0.0005728709326529013,-0.0006014326294976906,0.000555071070068685,-0.0006395492631833067,0.00067561635556666,-0.0008314071838512915,0.0007649353120384416,1.3397770436198587e-05,0.0005291427371962743,-0.0007107751159756604,0.0005441702046378485,-0.0005035184822112878,0.0009116682902384258,-0.00020998098454715747,-0.0005285392755357201,-0.0007371093546063125,0.000789105156935073,6.809010047841932e-05,0.0004836927574878723,-0.0006043071369683107,-0.0002997535398340618,0.0006158656122986581,-0.0007997332939616835,0.0007903350765071112,0.000867801772820925,0.0002997486102043359,-0.0002682111132820328,-0.0003019590982595334,-0.0004993103258427568,0.0004962639891294338,-0.00029872560624326133,0.00015792578152817286,-9.67987871203737e-05,-0.00015573778386856465,0.0003303746912504137,-0.00014096672806254468,-0.0004375930062937329,-0.00020540698496598892,-0.00036102587191786664,2.326476121581941e-05,-0.00035591157895602504,0.000443208018355195,-0.000373626977388928,0.0005195316018848523
